Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.9078947368421053,0.9473684210526315,0.9078947368421053,0.881578947368421,0.35526315789473684,0.9473684210526315
0.8933333333333333,0.92,0.88,0.92,0.13333333333333333,0.92
0.9066666666666666,0.96,0.96,0.9466666666666667,0.3466666666666667,0.9333333333333333
0.9324324324324325,0.918918918918919,0.8918918918918919,0.8918918918918919,0.33783783783783783,0.9324324324324325
0.9459459459459459,0.972972972972973,0.9459459459459459,0.9054054054054054,0.36486486486486486,0.9594594594594594
0.972972972972973,0.9459459459459459,0.9054054054054054,0.8918918918918919,0.3918918918918919,0.9594594594594594
0.972972972972973,0.972972972972973,0.9459459459459459,0.8918918918918919,0.35135135135135137,0.9864864864864865
0.972972972972973,0.9594594594594594,0.918918918918919,0.9459459459459459,0.35135135135135137,0.9594594594594594
0.9459459459459459,0.9594594594594594,0.9864864864864865,0.8918918918918919,0.40540540540540543,0.972972972972973
0.9324324324324325,0.9324324324324325,0.9594594594594594,0.8918918918918919,0.3108108108108108,0.9459459459459459
0.9324324324324325,0.9324324324324325,0.9594594594594594,0.8918918918918919,0.3918918918918919,0.9324324324324325
0.9594594594594594,0.9594594594594594,0.9459459459459459,0.9054054054054054,0.24324324324324326,0.9459459459459459
0.972972972972973,0.9864864864864865,0.9864864864864865,0.972972972972973,0.32432432432432434,0.9864864864864865
0.8918918918918919,0.9054054054054054,0.8918918918918919,0.8918918918918919,0.2972972972972973,0.918918918918919
1.0,1.0,0.9594594594594594,0.918918918918919,0.32432432432432434,1.0
0.9459459459459459,0.9594594594594594,0.972972972972973,0.8918918918918919,0.35135135135135137,0.9459459459459459
0.9324324324324325,0.9459459459459459,0.918918918918919,0.918918918918919,0.2972972972972973,0.918918918918919
0.9324324324324325,0.9459459459459459,0.9459459459459459,0.8918918918918919,0.28378378378378377,0.918918918918919
0.918918918918919,0.9594594594594594,0.9459459459459459,0.9324324324324325,0.2702702702702703,0.9594594594594594
0.9459459459459459,0.972972972972973,0.972972972972973,0.8918918918918919,0.2972972972972973,0.972972972972973
